harmonico,amplitude,angulo
30.635,100,0
30.636667,100,0
30.638333,100,0
30.64,100,0
30.641667,100,0
30.643333,100,0
30.645,100,0
30.646667,100,0
30.648333,100,0
30.65,100,0
30.651667,100,0
30.653333,100,0
30.655,100,0
30.656667,100,0
30.658333,100,0
30.66,100,0
30.661667,100,0
30.663333,100,0
30.665,100,0
30.666667,100,0
30.668333,100,0
30.67,100,0
30.671667,100,0
30.673333,100,0
30.675,100,0
30.676667,100,0
30.678333,100,0
30.68,100,0
30.681667,100,0
30.683333,100,0
30.685,100,0
30.686667,100,0
30.688333,100,0
30.69,100,0
30.691667,100,0
30.693333,100,0
30.695,100,0
30.696667,100,0
30.698333,100,0
30.7,100,0
30.701667,100,0
30.703333,100,0
30.705,100,0
30.706667,100,0
30.708333,100,0
30.71,100,0
30.711667,100,0
30.713333,100,0
30.715,100,0
30.716667,100,0
30.718333,100,0
30.72,100,0
30.721667,100,0
30.723333,100,0
30.725,100,0
30.726667,100,0
30.728333,100,0
30.73,100,0
30.731667,100,0
30.733333,100,0
30.735,100,0
30.736667,100,0
30.738333,100,0
30.74,100,0
30.741667,100,0
30.743333,100,0
30.745,100,0
30.746667,100,0
30.748333,100,0
30.75,100,0
30.751667,100,0
30.753333,100,0
30.755,100,0
30.756667,100,0
30.758333,100,0
30.76,100,0
30.761667,100,0
30.763333,100,0
30.765,100,0
30.766667,100,0
30.768333,100,0
30.77,100,0
30.771667,100,0
30.773333,100,0
30.775,100,0
30.776667,100,0
30.778333,100,0
30.78,100,0
30.781667,100,0
30.783333,100,0
30.785,100,0
30.786667,100,0
30.788333,100,0
30.79,100,0
30.791667,100,0
30.793333,100,0
30.795,100,0
30.796667,100,0
30.798333,100,0
30.8,100,0
30.801667,100,0
30.803333,100,0
30.805,100,0
30.806667,100,0
30.808333,100,0
30.81,100,0
30.811667,100,0
30.813333,100,0
30.815,100,0
30.816667,100,0
30.818333,100,0
30.82,100,0
30.821667,100,0
30.823333,100,0
30.825,100,0
30.826667,100,0
30.828333,100,0
30.83,100,0
30.831667,100,0
30.833333,100,0
30.835,100,0
30.836667,100,0
30.838333,100,0
30.84,100,0
30.841667,100,0
30.843333,100,0
30.845,100,0
30.846667,100,0
30.848333,100,0
30.85,100,0
30.851667,100,0
30.853333,100,0
30.855,100,0
30.856667,100,0
30.858333,100,0
30.86,100,0
30.861667,100,0
30.863333,100,0
30.865,100,0
30.866667,100,0
30.868333,100,0
30.87,100,0
30.871667,100,0
30.873333,100,0
30.875,100,0
30.876667,100,0
30.878333,100,0
30.88,100,0
30.881667,100,0
30.883333,100,0
30.885,100,0
30.886667,100,0
30.888333,100,0
30.89,100,0
30.891667,100,0
30.893333,100,0
30.895,100,0
30.896667,100,0
30.898333,100,0
30.9,100,0
30.901667,100,0
30.903333,100,0
30.905,100,0
30.906667,100,0
30.908333,100,0
30.91,100,0
30.911667,100,0
30.913333,100,0
30.915,100,0
30.916667,100,0
30.918333,100,0
30.92,100,0
30.921667,100,0
30.923333,100,0
30.925,100,0
30.926667,100,0
30.928333,100,0
30.93,100,0
30.931667,100,0
30.933333,100,0
30.935,100,0
30.936667,100,0
30.938333,100,0
30.94,100,0
30.941667,100,0
30.943333,100,0
30.945,100,0
30.946667,100,0
30.948333,100,0
30.95,100,0
30.951667,100,0
30.953333,100,0
30.955,100,0
30.956667,100,0
30.958333,100,0
30.96,100,0
30.961667,100,0
30.963333,100,0
30.965,100,0
30.966667,100,0
30.968333,100,0
30.97,100,0
30.971667,100,0
30.973333,100,0
30.975,100,0
30.976667,100,0
30.978333,100,0
30.98,100,0
30.981667,100,0
30.983333,100,0
30.985,100,0
30.986667,100,0
30.988333,100,0
30.99,100,0
30.991667,100,0
30.993333,100,0
30.995,100,0
30.996667,100,0
30.998333,100,0
31.0,100,0
31.001667,100,0
31.003333,100,0
31.005,100,0
31.006667,100,0
31.008333,100,0
31.01,100,0
31.011667,100,0
31.013333,100,0
31.015,100,0
31.016667,100,0
31.018333,100,0
31.02,100,0
31.021667,100,0
31.023333,100,0
31.025,100,0
31.026667,100,0
31.028333,100,0
31.03,100,0
31.031667,100,0
31.033333,100,0
31.035,100,0
31.036667,100,0
31.038333,100,0
31.04,100,0
31.041667,100,0
31.043333,100,0
31.045,100,0
31.046667,100,0
31.048333,100,0
31.05,100,0
31.051667,100,0
31.053333,100,0
31.055,100,0
31.056667,100,0
31.058333,100,0
31.06,100,0
31.061667,100,0
31.063333,100,0
31.065,100,0
31.066667,100,0
31.068333,100,0
31.07,100,0
31.071667,100,0
31.073333,100,0
31.075,100,0
31.076667,100,0
31.078333,100,0
31.08,100,0
31.081667,100,0
31.083333,100,0
31.085,100,0
31.086667,100,0
31.088333,100,0
31.09,100,0
31.091667,100,0
31.093333,100,0
31.095,100,0
31.096667,100,0
31.098333,100,0
31.1,100,0
31.101667,100,0
31.103333,100,0
31.105,100,0
31.106667,100,0
31.108333,100,0
31.11,100,0
31.111667,100,0
31.113333,100,0
31.115,100,0
31.116667,100,0
31.118333,100,0
31.12,100,0
31.121667,100,0
31.123333,100,0
31.125,100,0
31.126667,100,0
31.128333,100,0
31.13,100,0
31.131667,100,0
31.133333,100,0
31.135,100,0
31.136667,100,0
31.138333,100,0
31.14,100,0
31.141667,100,0
31.143333,100,0
31.145,100,0
31.146667,100,0
31.148333,100,0
31.15,100,0
31.151667,100,0
31.153333,100,0
31.155,100,0
31.156667,100,0
31.158333,100,0
31.16,100,0
31.161667,100,0
31.163333,100,0
31.165,100,0
31.166667,100,0
31.168333,100,0
31.17,100,0
31.171667,100,0
31.173333,100,0
31.175,100,0
31.176667,100,0
31.178333,100,0
31.18,100,0
31.181667,100,0
31.183333,100,0
31.185,100,0
31.186667,100,0
31.188333,100,0
31.19,100,0
31.191667,100,0
31.193333,100,0
31.195,100,0
31.196667,100,0
31.198333,100,0
31.2,100,0
31.201667,100,0
31.203333,100,0
31.205,100,0
31.206667,100,0
31.208333,100,0
31.21,100,0
31.211667,100,0
31.213333,100,0
31.215,100,0
31.216667,100,0
31.218333,100,0
31.22,100,0
31.221667,100,0
31.223333,100,0
31.225,100,0
31.226667,100,0
31.228333,100,0
31.23,100,0
31.231667,100,0
31.233333,100,0
31.235,100,0
31.236667,100,0
31.238333,100,0
31.24,100,0
31.241667,100,0
31.243333,100,0
31.245,100,0
31.246667,100,0
31.248333,100,0
31.25,100,0
31.251667,100,0
31.253333,100,0
31.255,100,0
31.256667,100,0
31.258333,100,0
31.26,100,0
31.261667,100,0
31.263333,100,0
31.265,100,0
31.266667,100,0
31.268333,100,0
31.27,100,0
31.271667,100,0
31.273333,100,0
31.275,100,0
31.276667,100,0
31.278333,100,0
31.28,100,0
31.281667,100,0
31.283333,100,0
31.285,100,0
31.286667,100,0
31.288333,100,0
31.29,100,0
31.291667,100,0
31.293333,100,0
31.295,100,0
31.296667,100,0
31.298333,100,0
31.3,100,0
31.301667,100,0
31.303333,100,0
31.305,100,0
31.306667,100,0
31.308333,100,0
31.31,100,0
31.311667,100,0
31.313333,100,0
31.315,100,0
31.316667,100,0
31.318333,100,0
31.32,100,0
31.321667,100,0
31.323333,100,0
31.325,100,0
31.326667,100,0
31.328333,100,0
31.33,100,0
31.331667,100,0
31.333333,100,0
31.335,100,0
31.336667,100,0
31.338333,100,0
31.34,100,0
31.341667,100,0
31.343333,100,0
31.345,100,0
31.346667,100,0
31.348333,100,0
31.35,100,0
31.351667,100,0
31.353333,100,0
31.355,100,0
31.356667,100,0
31.358333,100,0
31.36,100,0
31.361667,100,0
31.363333,100,0
31.365,100,0
31.366667,100,0
31.368333,100,0
31.37,100,0
31.371667,100,0
31.373333,100,0
31.375,100,0
31.376667,100,0
31.378333,100,0
31.38,100,0
31.381667,100,0
31.383333,100,0
31.385,100,0
31.386667,100,0
31.388333,100,0
31.39,100,0
31.391667,100,0
31.393333,100,0
31.395,100,0
31.396667,100,0
31.398333,100,0
31.4,100,0
31.401667,100,0
31.403333,100,0
31.405,100,0
31.406667,100,0
31.408333,100,0
31.41,100,0
31.411667,100,0
31.413333,100,0
31.415,100,0
31.416667,100,0
31.418333,100,0
31.42,100,0
31.421667,100,0
31.423333,100,0
31.425,100,0
31.426667,100,0
31.428333,100,0
31.43,100,0
31.431667,100,0
31.433333,100,0
31.435,100,0
31.436667,100,0
31.438333,100,0
31.44,100,0
31.441667,100,0
31.443333,100,0
31.445,100,0
31.446667,100,0
31.448333,100,0
31.45,100,0
31.451667,100,0
31.453333,100,0
31.455,100,0
31.456667,100,0
31.458333,100,0
31.46,100,0
31.461667,100,0
31.463333,100,0
31.465,100,0
31.466667,100,0
31.468333,100,0
31.47,100,0
31.471667,100,0
31.473333,100,0
31.475,100,0
31.476667,100,0
31.478333,100,0
31.48,100,0
31.481667,100,0
31.483333,100,0
31.485,100,0
31.486667,100,0
31.488333,100,0
31.49,100,0
31.491667,100,0
31.493333,100,0
31.495,100,0
31.496667,100,0
31.498333,100,0
31.5,100,0
31.501667,100,0
31.503333,100,0
31.505,100,0
31.506667,100,0
31.508333,100,0
31.51,100,0
31.511667,100,0
31.513333,100,0
31.515,100,0
31.516667,100,0
31.518333,100,0
31.52,100,0
31.521667,100,0
31.523333,100,0
31.525,100,0
31.526667,100,0
31.528333,100,0
31.53,100,0
31.531667,100,0
31.533333,100,0
31.535,100,0
31.536667,100,0
31.538333,100,0
31.54,100,0
31.541667,100,0
31.543333,100,0
31.545,100,0
31.546667,100,0
31.548333,100,0
31.55,100,0
31.551667,100,0
31.553333,100,0
31.555,100,0
31.556667,100,0
31.558333,100,0
31.56,100,0
31.561667,100,0
31.563333,100,0
31.565,100,0
31.566667,100,0
31.568333,100,0
31.57,100,0
31.571667,100,0
31.573333,100,0
31.575,100,0
31.576667,100,0
31.578333,100,0
31.58,100,0
31.581667,100,0
31.583333,100,0
31.585,100,0
31.586667,100,0
31.588333,100,0
31.59,100,0
31.591667,100,0
31.593333,100,0
31.595,100,0
31.596667,100,0
31.598333,100,0
31.6,100,0
31.601667,100,0
31.603333,100,0
31.605,100,0
31.606667,100,0
31.608333,100,0
31.61,100,0
31.611667,100,0
31.613333,100,0
31.615,100,0
31.616667,100,0
31.618333,100,0
31.62,100,0
31.621667,100,0
31.623333,100,0
31.625,100,0
31.626667,100,0
31.628333,100,0
31.63,100,0
31.631667,100,0
31.633333,100,0
31.635,100,0
31.636667,100,0
31.638333,100,0
31.64,100,0
31.641667,100,0
31.643333,100,0
31.645,100,0
31.646667,100,0
31.648333,100,0
31.65,100,0
31.651667,100,0
31.653333,100,0
31.655,100,0
31.656667,100,0
31.658333,100,0
31.66,100,0
31.661667,100,0
31.663333,100,0
31.665,100,0
31.666667,100,0
31.668333,100,0
31.67,100,0
31.671667,100,0
31.673333,100,0
31.675,100,0
31.676667,100,0
31.678333,100,0
31.68,100,0
31.681667,100,0
31.683333,100,0
31.685,100,0
31.686667,100,0
31.688333,100,0
31.69,100,0
31.691667,100,0
31.693333,100,0
31.695,100,0
31.696667,100,0
31.698333,100,0
31.7,100,0
31.701667,100,0
31.703333,100,0
31.705,100,0
31.706667,100,0
31.708333,100,0
31.71,100,0
31.711667,100,0
31.713333,100,0
31.715,100,0
31.716667,100,0
31.718333,100,0
31.72,100,0
31.721667,100,0
31.723333,100,0
31.725,100,0
31.726667,100,0
31.728333,100,0
31.73,100,0
31.731667,100,0
31.733333,100,0
31.735,100,0
31.736667,100,0
31.738333,100,0
31.74,100,0
31.741667,100,0
31.743333,100,0
31.745,100,0
31.746667,100,0
31.748333,100,0
31.75,100,0
31.751667,100,0
31.753333,100,0
31.755,100,0
31.756667,100,0
31.758333,100,0
31.76,100,0
31.761667,100,0
31.763333,100,0
31.765,100,0
31.766667,100,0
31.768333,100,0
31.77,100,0
31.771667,100,0
31.773333,100,0
31.775,100,0
31.776667,100,0
31.778333,100,0
31.78,100,0
31.781667,100,0
31.783333,100,0
31.785,100,0
31.786667,100,0
31.788333,100,0
31.79,100,0
31.791667,100,0
31.793333,100,0
31.795,100,0
31.796667,100,0
31.798333,100,0
31.8,100,0
31.801667,100,0
31.803333,100,0
31.805,100,0
31.806667,100,0
31.808333,100,0
31.81,100,0
31.811667,100,0
31.813333,100,0
31.815,100,0
31.816667,100,0
31.818333,100,0
31.82,100,0
31.821667,100,0
31.823333,100,0
31.825,100,0
31.826667,100,0
31.828333,100,0
31.83,100,0
31.831667,100,0
31.833333,100,0
31.835,100,0
31.836667,100,0
31.838333,100,0
31.84,100,0
31.841667,100,0
31.843333,100,0
31.845,100,0
31.846667,100,0
31.848333,100,0
31.85,100,0
31.851667,100,0
31.853333,100,0
31.855,100,0
31.856667,100,0
31.858333,100,0
31.86,100,0
31.861667,100,0
31.863333,100,0
31.865,100,0
31.866667,100,0
31.868333,100,0
31.87,100,0
31.871667,100,0
31.873333,100,0
31.875,100,0
31.876667,100,0
31.878333,100,0
31.88,100,0
31.881667,100,0
31.883333,100,0
31.885,100,0
31.886667,100,0
31.888333,100,0
31.89,100,0
31.891667,100,0
31.893333,100,0
31.895,100,0
31.896667,100,0
31.898333,100,0
31.9,100,0
31.901667,100,0
31.903333,100,0
31.905,100,0
31.906667,100,0
31.908333,100,0
31.91,100,0
31.911667,100,0
31.913333,100,0
31.915,100,0
31.916667,100,0
31.918333,100,0
31.92,100,0
31.921667,100,0
31.923333,100,0
31.925,100,0
31.926667,100,0
31.928333,100,0
31.93,100,0
31.931667,100,0
31.933333,100,0
31.935,100,0
31.936667,100,0
31.938333,100,0
31.94,100,0
31.941667,100,0
31.943333,100,0
31.945,100,0
31.946667,100,0
31.948333,100,0
31.95,100,0
31.951667,100,0
31.953333,100,0
31.955,100,0
31.956667,100,0
31.958333,100,0
31.96,100,0
31.961667,100,0
31.963333,100,0
31.965,100,0
31.966667,100,0
31.968333,100,0
31.97,100,0
31.971667,100,0
31.973333,100,0
31.975,100,0
31.976667,100,0
31.978333,100,0
31.98,100,0
31.981667,100,0
31.983333,100,0
31.985,100,0
31.986667,100,0
31.988333,100,0
31.99,100,0
31.991667,100,0
31.993333,100,0
31.995,100,0
31.996667,100,0
31.998333,100,0
32.0,100,0
32.001667,100,0
32.003333,100,0
32.005,100,0
32.006667,100,0
32.008333,100,0
32.01,100,0
32.011667,100,0
32.013333,100,0
32.015,100,0
32.016667,100,0
32.018333,100,0
32.02,100,0
32.021667,100,0
32.023333,100,0
32.025,100,0
32.026667,100,0
32.028333,100,0
32.03,100,0
32.031667,100,0
32.033333,100,0
32.035,100,0
32.036667,100,0
32.038333,100,0
32.04,100,0
32.041667,100,0
32.043333,100,0
32.045,100,0
32.046667,100,0
32.048333,100,0
32.05,100,0
32.051667,100,0
32.053333,100,0
32.055,100,0
32.056667,100,0
32.058333,100,0
32.06,100,0
32.061667,100,0
32.063333,100,0
32.065,100,0
32.066667,100,0
32.068333,100,0
32.07,100,0
32.071667,100,0
32.073333,100,0
32.075,100,0
32.076667,100,0
32.078333,100,0
32.08,100,0
32.081667,100,0
32.083333,100,0
32.085,100,0
32.086667,100,0
32.088333,100,0
32.09,100,0
32.091667,100,0
32.093333,100,0
32.095,100,0
32.096667,100,0
32.098333,100,0
32.1,100,0
32.101667,100,0
32.103333,100,0
32.105,100,0
32.106667,100,0
32.108333,100,0
32.11,100,0
32.111667,100,0
32.113333,100,0
32.115,100,0
32.116667,100,0
32.118333,100,0
32.12,100,0
32.121667,100,0
32.123333,100,0
32.125,100,0
32.126667,100,0
32.128333,100,0
32.13,100,0
32.131667,100,0
32.133333,100,0
32.135,100,0
32.136667,100,0
32.138333,100,0
32.14,100,0
32.141667,100,0
32.143333,100,0
32.145,100,0
32.146667,100,0
32.148333,100,0
32.15,100,0
32.151667,100,0
32.153333,100,0
32.155,100,0
32.156667,100,0
32.158333,100,0
32.16,100,0
32.161667,100,0
32.163333,100,0
32.165,100,0
32.166667,100,0
32.168333,100,0
32.17,100,0
32.171667,100,0
32.173333,100,0
32.175,100,0
32.176667,100,0
32.178333,100,0
32.18,100,0
32.181667,100,0
32.183333,100,0
32.185,100,0
32.186667,100,0
32.188333,100,0
32.19,100,0
32.191667,100,0
32.193333,100,0
32.195,100,0
32.196667,100,0
32.198333,100,0
32.2,100,0
32.201667,100,0
32.203333,100,0
32.205,100,0
32.206667,100,0
32.208333,100,0
32.21,100,0
32.211667,100,0
32.213333,100,0
32.215,100,0
32.216667,100,0
32.218333,100,0
32.22,100,0
32.221667,100,0
32.223333,100,0
32.225,100,0
32.226667,100,0
32.228333,100,0
32.23,100,0
32.231667,100,0
32.233333,100,0
32.235,100,0
32.236667,100,0
32.238333,100,0
32.24,100,0
32.241667,100,0
32.243333,100,0
32.245,100,0
32.246667,100,0
32.248333,100,0
32.25,100,0
32.251667,100,0
32.253333,100,0
32.255,100,0
32.256667,100,0
32.258333,100,0
32.26,100,0
32.261667,100,0
32.263333,100,0
32.265,100,0
32.266667,100,0
32.268333,100,0
32.27,100,0
32.271667,100,0
32.273333,100,0
32.275,100,0
32.276667,100,0
32.278333,100,0
32.28,100,0
32.281667,100,0
32.283333,100,0
32.285,100,0
32.286667,100,0
32.288333,100,0
32.29,100,0
32.291667,100,0
32.293333,100,0
32.295,100,0
32.296667,100,0
32.298333,100,0
32.3,100,0
32.301667,100,0
32.303333,100,0
32.305,100,0
32.306667,100,0
32.308333,100,0
32.31,100,0
32.311667,100,0
32.313333,100,0
32.315,100,0
32.316667,100,0
32.318333,100,0
32.32,100,0
32.321667,100,0
32.323333,100,0
32.325,100,0
32.326667,100,0
32.328333,100,0
32.33,100,0
32.331667,100,0
32.333333,100,0
32.335,100,0
32.336667,100,0
32.338333,100,0
32.34,100,0
32.341667,100,0
32.343333,100,0
32.345,100,0
32.346667,100,0
32.348333,100,0
32.35,100,0
32.351667,100,0
32.353333,100,0
32.355,100,0
32.356667,100,0
32.358333,100,0
32.36,100,0
32.361667,100,0
32.363333,100,0
32.365,100,0
32.366667,100,0
32.368333,100,0
32.37,100,0
32.371667,100,0
32.373333,100,0
32.375,100,0
32.376667,100,0
32.378333,100,0
32.38,100,0
32.381667,100,0
32.383333,100,0
32.385,100,0
32.386667,100,0
32.388333,100,0
32.39,100,0
32.391667,100,0
32.393333,100,0
32.395,100,0
32.396667,100,0
32.398333,100,0
32.4,100,0
32.401667,100,0
32.403333,100,0
32.405,100,0
32.406667,100,0
32.408333,100,0
32.41,100,0
32.411667,100,0
32.413333,100,0
32.415,100,0
32.416667,100,0
32.418333,100,0
32.42,100,0
32.421667,100,0
32.423333,100,0
32.425,100,0
32.426667,100,0
32.428333,100,0
32.43,100,0
32.431667,100,0
32.433333,100,0
32.435,100,0
32.436667,100,0
32.438333,100,0
32.44,100,0
32.441667,100,0
32.443333,100,0
32.445,100,0
32.446667,100,0
32.448333,100,0
32.45,100,0
32.451667,100,0
32.453333,100,0
32.455,100,0
32.456667,100,0
32.458333,100,0
32.46,100,0
32.461667,100,0
32.463333,100,0
32.465,100,0
32.466667,100,0
32.468333,100,0
32.47,100,0
32.471667,100,0
32.473333,100,0
32.475,100,0
32.476667,100,0
32.478333,100,0
32.48,100,0
32.481667,100,0
32.483333,100,0
32.485,100,0
32.486667,100,0
32.488333,100,0
32.49,100,0
32.491667,100,0
32.493333,100,0
32.495,100,0
32.496667,100,0
32.498333,100,0
32.5,100,0
32.501667,100,0
32.503333,100,0
32.505,100,0
32.506667,100,0
32.508333,100,0
32.51,100,0
32.511667,100,0
32.513333,100,0
32.515,100,0
32.516667,100,0
32.518333,100,0
32.52,100,0
32.521667,100,0
32.523333,100,0
32.525,100,0
32.526667,100,0
32.528333,100,0
32.53,100,0
32.531667,100,0
32.533333,100,0
32.535,100,0
32.536667,100,0
32.538333,100,0
32.54,100,0
32.541667,100,0
32.543333,100,0
32.545,100,0
32.546667,100,0
32.548333,100,0
32.55,100,0
32.551667,100,0
32.553333,100,0
32.555,100,0
32.556667,100,0
32.558333,100,0
32.56,100,0
32.561667,100,0
32.563333,100,0
32.565,100,0
32.566667,100,0
32.568333,100,0
32.57,100,0
32.571667,100,0
32.573333,100,0
32.575,100,0
32.576667,100,0
32.578333,100,0
32.58,100,0
32.581667,100,0
32.583333,100,0
32.585,100,0
32.586667,100,0
32.588333,100,0
32.59,100,0
32.591667,100,0
32.593333,100,0
32.595,100,0
32.596667,100,0
32.598333,100,0
32.6,100,0
32.601667,100,0
32.603333,100,0
32.605,100,0
32.606667,100,0
32.608333,100,0
32.61,100,0
32.611667,100,0
32.613333,100,0
32.615,100,0
32.616667,100,0
32.618333,100,0
32.62,100,0
32.621667,100,0
32.623333,100,0
32.625,100,0
32.626667,100,0
32.628333,100,0
32.63,100,0
32.631667,100,0
32.633333,100,0
32.635,100,0
32.636667,100,0
32.638333,100,0
32.64,100,0
32.641667,100,0
32.643333,100,0
32.645,100,0
32.646667,100,0
32.648333,100,0
32.65,100,0
32.651667,100,0
32.653333,100,0
32.655,100,0
32.656667,100,0
32.658333,100,0
32.66,100,0
32.661667,100,0
32.663333,100,0
32.665,100,0
32.666667,100,0
32.668333,100,0
32.67,100,0
32.671667,100,0
32.673333,100,0
32.675,100,0
32.676667,100,0
32.678333,100,0
32.68,100,0
32.681667,100,0
32.683333,100,0
